date,high,low,place,weather,wind,wind_level
2017-04-01,21,8,永泰,晴,北风,2
2017-05-01,29,19,永泰,多云,南风,4
2017-06-01,32,24,永泰,雷阵雨,西南风,2
2017-07-01,33,25,永泰,雷阵雨,东风,1
2017-08-01,27,25,永泰,大雨,西南风,2
2017-09-01,34,24,永泰,多云,东风,3
2017-10-01,35,24,永泰,多云,东北风,2
2017-11-01,24,15,永泰,多云,东北风,2
2017-12-01,18,13,永泰,阴,东北风,2
2018-01-01,16,7,永泰,晴,东北风,2
2018-02-01,9,3,永泰,晴,北风,2
2018-03-01,22,12,永泰,晴,东风,2
2018-04-01,29,13,永泰,晴,东北风,2
2018-05-01,32,23,永泰,雨,南风,1
2018-06-01,24,19,永泰,小雨到中雨,东风,1
2018-07-01,33,24,永泰,中雨,东南风,1
2018-08-01,36,24,永泰,小雨到中雨,西南风,1
2018-09-01,32,23,永泰,多云,西南风,1
2018-10-01,31,17,永泰,晴,东北风,2
2018-11-01,21,13,永泰,小雨到中雨,东北风,2
2018-12-01,24,13,永泰,多云,北风,1
2019-01-01,13,9,永泰,阴,北风,2
2019-02-01,14,7,永泰,阴,东北风,2
2019-03-01,16,12,永泰,多云,东风,1
2019-04-01,19,10,永泰,阴,东北风,2
2019-05-01,24,17,永泰,多云,东北风,1
2019-06-01,27,21,永泰,阴转雨,东南风,1
2019-08-01,33,21,永泰,多云转雨,东风,1
2019-07-01,35,26,永泰,阴,东南风,1
2019-09-01,33,24,永泰,阴,北风,2
2019-10-01,35,22,永泰,晴,西北风,2
2019-11-01,27,17,永泰,阴,东北风,2
2019-12-01,24,13,永泰,多云,西北风,2
2020-01-01,19,7,永泰,多云转晴,东北风,1
2020-02-01,16,4,永泰,晴,东风,1
2020-03-01,25,13,永泰,多云,西北风,1
2020-04-01,23,14,永泰,小雨转雨,东北风,2
2020-05-01,31,19,永泰,多云转阴,东风,1
2020-06-01,30,22,永泰,阴,东风,1
2020-07-01,34,27,永泰,阴,南风,1
2020-08-01,38,26,永泰,多云,东北风,1
2020-09-01,37,24,永泰,晴,西北风,2
2020-10-01,28,18,永泰,多云,东北风,2
2020-12-01,16,13,永泰,阴,北风,2
2020-11-01,23,10,永泰,晴,东北风,1
2021-01-01,12,-1,永泰,晴,北风,1
2021-02-01,28,9,永泰,晴,西风,1
2021-03-01,27,11,永泰,多云,西南风,1
2021-04-01,30,21,永泰,晴,南风,2
2021-05-01,36,16,永泰,晴,西北风,1
2021-06-01,29,22,永泰,阴,东风,1
2021-07-01,34,25,永泰,阴,南风,2
2021-08-01,33,25,永泰,小雨到中雨,西北风,1
2021-09-01,33,26,永泰,晴,东北风,2
2021-10-01,31,25,永泰,多云,东北风,2
2021-11-01,19,16,永泰,多云,东北风,2
2021-12-01,18,5,永泰,多云,东北风,2
2022-01-01,17,12,永泰,晴,东风,1
2022-02-01,12,9,永泰,中雨,东北风,2
2022-03-01,20,14,永泰,阴,东风,1
2022-04-01,17,10,永泰,多云,东北风,3
2022-05-01,18,13,永泰,小雨,东风,2
2022-06-01,31,23,永泰,小雨,南风,2
2022-07-01,33,20,永泰,阴,东北风,1
2022-08-01,38,26,永泰,多云,东南风,2
2022-09-01,32,25,永泰,多云,北风,2
2022-10-01,34,23,永泰,多云,东风,2
2022-11-01,19,16,永泰,小雨,东风,1
2022-12-01,13,11,永泰,多云,东风,2
2023-01-01,14,12,永泰,多云,北风,2
2023-02-01,18,10,永泰,多云,东南风,1
2023-03-01,26,10,永泰,多云~阴,东风,2
2023-04-01,22,14,永泰,多云,东风,1
2011-01-01,-12,-24,永春,晴,西北风,3
2011-02-01,-7,-24,永春,晴,西南风~西风,3
2011-03-01,-7,-25,永春,多云~晴,西风,4
2011-04-01,4,-14,永春,多云,西北风,5
2011-05-01,19,4,永春,多云,东风~东北风,3
2011-06-01,14,8,永春,阵雨,东南风,4
2011-07-01,26,17,永春,雷阵雨~多云,西风,3
2011-08-01,27,17,永春,阵雨~晴,东南风,3
2011-09-01,22,8,永春,多云,西北风,3
2011-10-01,4,-7,永春,雨夹雪~多云,西北风,3
2011-11-01,11,-1,永春,小雨,东南风~西南风,4
2011-12-01,-9,-21,永春,晴,西风,1
2012-01-01,-18,-34,永春,晴,西北风,3
2012-02-01,16,8,永春,晴~多云,无持续风向,1
2012-03-01,22,13,永春,阴~多云,无持续风向,1
2012-05-01,31,23,永春,阵雨,微风,2
2012-04-01,29,19,永春,阵雨,微风,2
2012-06-01,27,20,永春,阴转多云,东北风,3
2012-07-01,33,24,永春,多云,微风,2
2012-08-01,35,25,永春,多云,东北风,3
2012-09-01,34,24,永春,多云转阵雨,微风,2
2012-10-01,28,16,永春,晴转多云,微风,2
2012-11-01,23,16,永春,多云,微风,2
2012-12-01,18,14,永春,中雨,微风,2
2013-01-01,14,6,永春,晴转多云,微风,2
2013-02-01,25,12,永春,多云转晴,微风,2
2013-03-01,25,15,永春,多云转阵雨,微风,2
2013-04-01,20,15,永春,阵雨,微风,2
2013-05-01,23,15,永春,多云,东北风,3
2013-06-01,35,24,永春,多云,微风,2
2013-07-01,35,25,永春,多云转阵雨,微风,2
2013-09-01,30,23,永春,阴转多云,微风,2
2013-08-01,35,25,永春,多云,微风,2
2013-10-01,30,22,永春,多云,微风,2
2013-11-01,27,16,永春,多云转阴,微风,2
2013-12-01,20,5,永春,晴,微风,2
2014-01-01,20,5,永春,晴转多云,微风,2
2014-02-01,26,9,永春,晴,微风,2
2014-03-01,24,13,永春,多云转阵雨,微风,2
2014-04-01,21,13,永春,阵雨转多云,微风,2
2014-05-01,26,16,永春,中雨转阵雨,微风,2
2014-06-01,33,23,永春,多云,微风,2
2014-07-01,34,26,永春,多云,东风,1
2014-08-01,36,25,永春,多云,微风,2
2014-09-01,34,24,永春,多云,微风,2
2014-10-01,31,24,永春,多云,微风,2
2014-11-01,31,19,永春,多云,微风,2
2014-12-01,20,14,永春,小雨,微风,2
2015-01-01,17,4,永春,晴转多云,微风,2
2015-02-01,13,6,永春,阴转多云,微风,2
2015-03-01,16,12,永春,小雨,微风,2
2015-05-01,28,19,永春,阴转多云,微风,2
2015-04-01,31,20,永春,多云,微风,2
2015-06-01,28,22,永春,中雨~小雨,微风,2
2015-07-01,36,26,永春,多云,微风,2
2015-08-01,35,23,永春,多云~晴,微风,2
2015-09-01,28,23,永春,中雨~阵雨,微风,2
2015-11-01,22,16,永春,阴~多云,微风,2
2015-10-01,31,21,永春,阵雨~阴,微风,2
2015-12-01,23,14,永春,阴,微风,2
2016-01-01,20,10,永春,多云,微风,2
2016-02-01,11,6,永春,小雨,微风,2
2016-03-01,19,5,永春,晴,微风,2
2016-04-01,27,17,永春,多云~阴,微风,2
2016-06-01,37,25,永春,多云,微风,2
2016-05-01,24,18,永春,阵雨,微风,2
2016-07-01,33,25,永春,雷阵雨~晴,微风,2
2016-08-01,35,25,永春,雷阵雨,微风,2
2016-09-01,32,24,永春,阵雨,东风,3
2016-12-01,21,12,永春,阴,东南风,1
2016-10-01,33,23,永春,阵雨,西风,1
2017-02-01,19,9,永春,多云,东风,2
2017-01-01,24,13,永春,多云,西北风,1
2016-11-01,24,16,永春,阴,东北风,2
2017-03-01,22,8,永春,晴,西北风,3
2017-04-01,21,9,永春,多云,东北风,4
2017-05-01,28,20,永春,多云,南风,4
2017-06-01,31,23,永春,雷阵雨,东风,3
2017-07-01,32,24,永春,阵雨,北风,1
2017-08-01,28,25,永春,中雨,东风,2
2017-09-01,34,24,永春,阴,东风,3
2017-10-01,36,24,永春,多云,西风,1
2017-11-01,26,14,永春,多云,东风,2
2017-12-01,20,12,永春,多云,东北风,2
2018-01-01,18,7,永春,晴,东北风,2
2018-03-01,25,13,永春,晴,东风,2
2018-02-01,11,4,永春,晴,东北风,2
2018-04-01,29,14,永春,晴,东风,2
2018-05-01,32,22,永春,雨,南风,2
2018-06-01,24,21,永春,阴转小雨,东风,2
2018-07-01,31,24,永春,小雨到中雨,东南风,1
2018-08-01,33,24,永春,小雨,西南风,1
2018-09-01,31,23,永春,多云,西南风,1
2018-10-01,31,16,永春,晴,东北风,2
2018-11-01,21,13,永春,中雨,北风,2
2018-12-01,24,13,永春,多云,东北风,1
2019-01-01,17,10,永春,晴,北风,2
2019-02-01,18,9,永春,多云,东风,2
2019-03-01,19,15,永春,晴,东南风,2
2019-04-01,19,12,永春,晴,东风,2
2019-05-01,23,19,永春,多云,东风,2
2019-06-01,26,23,永春,中雨转雨,东南风,2
2019-07-01,33,25,永春,多云转雨,南风,1
2019-08-01,31,25,永春,多云转雨,东南风,1
2019-09-01,32,24,永春,阴转雨,北风,1
2019-10-01,35,23,永春,晴,西北风,2
2019-11-01,28,18,永春,多云,东北风,2
2019-12-01,27,15,永春,晴转多云,西北风,2
2020-01-01,21,8,永春,晴,东风,1
2020-02-01,18,6,永春,晴,东风,1
2020-03-01,25,17,永春,阴,东南风,1
2020-04-01,25,16,永春,多云,东风,2
2020-05-01,31,19,永春,多云,东南风,1
2020-06-01,31,23,永春,阴,东南风,1
2020-07-01,33,27,永春,阴,东南风,1
2020-08-01,35,25,永春,多云,东风,1
2020-09-01,35,24,永春,晴,西北风,1
2020-10-01,28,19,永春,晴,东北风,1
2020-11-01,27,13,永春,晴,北风,2
2020-12-01,18,13,永春,多云,北风,2
2021-01-01,14,1,永春,晴,北风,1
2021-02-01,25,13,永春,晴,西南风,1
2021-03-01,23,9,永春,多云,西南风,1
2021-04-01,28,21,永春,晴,南风,1
2021-05-01,34,19,永春,多云,西南风,2
2021-06-01,27,22,永春,阴,东南风,1
2021-07-01,32,25,永春,小雨,东南风,2
2021-08-01,32,24,永春,小雨,西南风,1
2021-09-01,35,24,永春,晴,东风,1
2021-11-01,19,17,永春,多云,西北风,2
2021-10-01,31,23,永春,小雨,西北风,1
2021-12-01,19,5,永春,晴,东南风,1
2022-01-01,20,9,永春,多云,东北风,1
2022-02-01,12,10,永春,中雨,东风,1
2022-03-01,26,15,永春,多云,南风,2
2022-04-01,17,10,永春,阴,东北风,3
2022-05-01,19,15,永春,小雨,东风,1
2022-06-01,31,24,永春,多云,南风,2
2022-07-01,32,24,永春,多云,北风,1
2022-08-01,35,25,永春,雾,东南风,1
2022-09-01,33,23,永春,小雨,东风,2
2022-10-01,34,22,永春,晴,东南风,2
2022-11-01,21,17,永春,小雨,北风,2
2023-01-01,18,13,永春,多云,北风,2
2022-12-01,14,12,永春,多云,东北风,4
2023-02-01,19,13,永春,多云,西北风,2
2023-03-01,25,12,永春,多云,东南风,1
2023-04-01,20,15,永春,雾~阴,东北风,1
2011-03-01,21,14,云霄,阴,无持续风向,1
2011-04-01,27,13,云霄,多云,无持续风向,1
2011-05-01,26,21,云霄,阵雨~中雨,无持续风向,1
2011-06-01,28,23,云霄,阴~阵雨,无持续风向,1
2011-07-01,34,26,云霄,多云,无持续风向,1
2011-08-01,36,26,云霄,多云,无持续风向,1
2011-09-01,30,26,云霄,阵雨~阴,无持续风向,1
2011-10-01,29,24,云霄,多云~阴,无持续风向,1
2011-11-01,28,18,云霄,多云,无持续风向,1
2011-12-01,19,14,云霄,阴,无持续风向,1
2012-01-01,21,13,云霄,多云,无持续风向,1
2012-02-01,18,11,云霄,多云~阴,无持续风向,1
2012-03-01,21,14,云霄,阴,无持续风向,1
2012-04-01,24,23,云霄,阴转阵雨,微风,2
2012-05-01,31,25,云霄,多云转阵雨,微风,2
2012-06-01,29,21,云霄,阴转多云,微风,2
2012-07-01,35,26,云霄,多云,微风,2
2012-08-01,34,26,云霄,多云转阴,微风,2
2012-09-01,33,26,云霄,多云,微风,2
2012-10-01,30,21,云霄,多云,微风,2
2012-11-01,24,16,云霄,多云转晴,微风,2
2012-12-01,19,16,云霄,中雨,微风,2
2013-01-01,17,10,云霄,多云,微风,2
2013-02-01,24,14,云霄,多云,微风,2
2013-03-01,24,13,云霄,阴转阵雨,微风,2
2013-04-01,23,16,云霄,阴,微风,2
2013-05-01,24,19,云霄,大到暴雨转阵雨,微风,2
2013-06-01,35,25,云霄,多云,微风,2
2013-07-01,33,25,云霄,阵雨,微风,2
2013-08-01,33,26,云霄,阵雨,微风,2
2013-09-01,29,24,云霄,阴,微风,2
2013-10-01,31,25,云霄,多云,微风,2
2013-11-01,28,20,云霄,多云,微风,2
2013-12-01,21,10,云霄,晴,微风,2
2014-01-01,22,9,云霄,晴转多云,微风,2
2014-02-01,26,13,云霄,多云,微风,2
2014-03-01,23,15,云霄,阴,微风,2
2014-04-01,23,15,云霄,阵雨转阴,微风,2
2014-05-01,22,18,云霄,中雨,微风,2
2014-06-01,32,24,云霄,阵雨,微风,2
2014-07-01,35,27,云霄,多云,东风,1
2014-08-01,36,27,云霄,多云,微风,2
2014-09-01,35,26,云霄,多云,微风,2
2014-10-01,32,24,云霄,多云,微风,2
2014-11-01,31,21,云霄,多云,微风,2
2014-12-01,24,17,云霄,小雨,微风,2
2015-01-01,17,8,云霄,晴,微风,2
2015-02-01,17,9,云霄,多云,微风,2
2015-03-01,18,15,云霄,阴,微风,2
2015-04-01,30,21,云霄,多云,微风,2
2015-05-01,27,21,云霄,阴转多云,微风,2
2015-06-01,31,25,云霄,阵雨~多云,微风,2
2015-07-01,36,27,云霄,多云,微风,2
2015-08-01,35,24,云霄,多云,微风,2
2015-10-01,30,23,云霄,小雨~阵雨,微风,2
2015-09-01,29,24,云霄,中雨~阵雨,微风,2
2015-11-01,25,18,云霄,阴,微风,2
2015-12-01,25,17,云霄,多云,微风,2
2016-01-01,20,12,云霄,多云,微风,2
2016-02-01,14,10,云霄,小雨,微风,2
2016-03-01,20,8,云霄,多云~晴,微风,2
2016-04-01,25,17,云霄,多云~阴,微风,2
2016-05-01,25,19,云霄,阵雨,微风,2
2016-06-01,36,27,云霄,晴,微风,2
2016-07-01,33,26,云霄,阴,微风,2
2016-08-01,36,26,云霄,中雨,微风,2
2016-09-01,33,26,云霄,阵雨,南风,2
2016-11-01,26,19,云霄,多云,东北风,4
2016-10-01,32,24,云霄,阵雨,东南风,2
2016-12-01,23,16,云霄,多云,东北风,2
2017-01-01,24,16,云霄,晴,东风,2
2017-02-01,19,11,云霄,阴,东风,2
2017-03-01,22,12,云霄,多云,东南风,3
2017-04-01,22,12,云霄,晴,南风,3
2017-05-01,28,20,云霄,多云,东风,4
2017-06-01,33,26,云霄,阴,东南风,3
2017-07-01,30,26,云霄,小雨,东风,1
2017-08-01,31,26,云霄,暴雨,东风,2
2017-09-01,34,26,云霄,小雨,东南风,2
2017-10-01,35,26,云霄,多云,东南风,2
2017-11-01,27,17,云霄,多云,东南风,2
2017-12-01,24,17,云霄,多云,东北风,4
2018-01-01,20,12,云霄,晴,东北风,3
2018-02-01,12,7,云霄,多云,东北风,3
2018-03-01,24,14,云霄,多云,东风,2
2018-04-01,29,17,云霄,晴,东风,2
2018-05-01,33,24,云霄,多云,南风,2
2018-06-01,27,24,云霄,小雨到中雨,东北风,3
2018-07-01,30,25,云霄,小雨到中雨,西南风,2
2018-08-01,35,26,云霄,小雨,西南风,2
2018-09-01,30,24,云霄,多云,西风,1
2018-10-01,32,20,云霄,晴,东北风,3
2018-11-01,23,17,云霄,中雨到暴雨,东北风,5
2018-12-01,24,17,云霄,多云,东北风,2
2019-01-01,20,13,云霄,阴,东北风,3
2019-02-01,19,13,云霄,阴,东北风,3
2019-03-01,22,16,云霄,晴,东风,2
2019-04-01,20,15,云霄,多云,东北风,4
2019-05-01,26,20,云霄,多云,东北风,3
2019-06-01,29,25,云霄,多云转雨,南风,2
2019-07-01,33,27,云霄,晴转多云,东风,2
2019-08-01,30,25,云霄,阴转雨,东风,3
2019-09-01,32,26,云霄,多云转雨,东北风,2
2019-10-01,36,25,云霄,晴转多云,西风,2
2019-11-01,30,22,云霄,晴转多云,东北风,3
2019-12-01,26,17,云霄,晴,西北风,2
2020-01-01,20,12,云霄,晴,东北风,3
2020-02-01,18,9,云霄,晴,东北风,3
2020-03-01,27,18,云霄,阴转多云,东风,1
2020-04-01,24,17,云霄,阴,东北风,3
2020-05-01,31,19,云霄,阴转多云,南风,1
2020-06-01,31,25,云霄,多云,西南风,2
2020-07-01,34,27,云霄,阴,南风,2
2020-08-01,34,27,云霄,多云,东南风,2
2020-09-01,36,26,云霄,晴,西南风,2
2020-10-01,29,22,云霄,晴,东北风,3
2020-11-01,28,20,云霄,晴,东北风,3
2020-12-01,22,16,云霄,多云,东北风,3
2021-01-01,15,6,云霄,晴,东北风,2
2021-02-01,24,13,云霄,晴,西南风,2
2021-03-01,25,15,云霄,阴,南风,2
2021-04-01,30,22,云霄,晴,西南风,2
2021-05-01,32,21,云霄,多云,西南风,2
2021-06-01,30,25,云霄,阴,东风,2
2021-07-01,32,27,云霄,阴,西南风,3
2021-08-01,36,27,云霄,多云,西南风,2
2021-09-01,34,26,云霄,多云,东南风,2
2021-10-01,33,25,云霄,多云,东风,1
2021-11-01,27,21,云霄,晴,北风,2
2021-12-01,21,13,云霄,多云,北风,2
2022-01-01,20,13,云霄,晴,西北风,2
2022-02-01,13,11,云霄,大雨,东北风,2
2022-03-01,25,16,云霄,多云,南风,2
2022-04-01,19,14,云霄,多云,东北风,2
2022-05-01,21,16,云霄,小雨,东北风,2
2022-06-01,29,25,云霄,多云,西南风,2
2022-07-01,33,25,云霄,多云,东南风,4
2022-08-01,37,27,云霄,小雨,东北风,2
2022-09-01,33,25,云霄,多云,东风,2
2022-10-01,33,24,云霄,多云,东北风,2
2022-11-01,25,20,云霄,小雨,南风,1
2022-12-01,20,15,云霄,多云,北风,3
2023-01-01,20,15,云霄,多云,东北风,1
2023-03-01,24,14,云霄,雾~晴,东北风,3
2023-02-01,24,14,云霄,多云,北风,2
2023-04-01,21,17,云霄,小雨~多云,南风,2
2011-02-01,17,6,永定,多云,无持续风向,1
2011-03-01,21,13,永定,阴,无持续风向,1
2011-04-01,30,14,永定,多云,无持续风向,1
2011-05-01,26,19,永定,小到中雨,无持续风向,1
2011-06-01,31,20,永定,多云~阵雨,无持续风向,1
2011-07-01,33,24,永定,多云,无持续风向,1
2011-08-01,34,23,永定,多云,无持续风向,1
2011-09-01,26,23,永定,中到大雨~小到中雨,无持续风向,1
2011-10-01,29,20,永定,阵雨~阴,无持续风向,1
2011-11-01,29,14,永定,多云,无持续风向,1
2011-12-01,16,7,永定,小雨,无持续风向,1
2012-01-01,17,10,永定,多云,无持续风向,1
2012-02-01,18,6,永定,晴~多云,无持续风向,1
2012-03-01,18,12,永定,阵雨,无持续风向,1
2012-04-01,28,19,永定,中雨,微风,2
2012-05-01,31,22,永定,中雨,微风,2
2012-06-01,30,22,永定,多云转阴,微风,2
2012-07-01,34,23,永定,多云转晴,微风,2
2012-08-01,32,22,永定,多云转阵雨,微风,2
2012-09-01,33,24,永定,多云转阵雨,微风,2
2012-10-01,28,15,永定,多云,微风,2
2012-11-01,26,9,永定,多云转晴,微风,2
2012-12-01,17,15,永定,小雨转中雨,微风,2
2013-01-01,14,6,永定,多云,微风,2
2013-02-01,24,12,永定,多云转阴,微风,2
2013-03-01,27,16,永定,多云转阵雨,微风,2
2013-04-01,23,16,永定,阵雨转中雨,微风,2
2013-05-01,23,16,永定,小雨转阴,微风,2
2013-06-01,34,23,永定,多云,微风,2
2013-07-01,34,25,永定,阵雨,微风,2
2013-08-01,34,23,永定,阵雨,微风,2
2013-09-01,31,23,永定,阵雨,微风,2
2013-10-01,31,20,永定,多云转阴,微风,2
2013-11-01,28,17,永定,多云,微风,2
2013-12-01,20,3,永定,晴,微风,2
2014-01-01,18,2,永定,晴,微风,2
2014-02-01,26,10,永定,多云,微风,2
2014-04-01,24,17,永定,阵雨转阴,微风,2
2014-03-01,23,16,永定,阴转阵雨,微风,2
2014-05-01,22,17,永定,中雨,微风,2
2014-06-01,33,24,永定,多云,微风,2
2014-07-01,35,25,永定,多云,东风,1
2014-08-01,35,24,永定,多云,微风,2
2014-09-01,36,23,永定,多云,微风,2
2014-10-01,33,22,永定,阵雨转阴,微风,2
2014-11-01,30,19,永定,多云转阴,微风,2
2014-12-01,18,14,永定,小雨,微风,2
2015-01-01,18,3,永定,晴,微风,2
2015-02-01,16,7,永定,阴,微风,2
2015-03-01,20,12,永定,阵雨转阴,微风,2
2015-04-01,32,19,永定,多云,微风,2
2015-06-01,32,23,永定,阵雨~多云,微风,2
2015-05-01,29,20,永定,阵雨,微风,2
2015-07-01,34,25,永定,多云,微风,2
2015-08-01,35,23,永定,多云,微风,2
2015-10-01,29,20,永定,阵雨~阴,微风,2
2015-09-01,29,23,永定,大雨~阵雨,微风,2
2015-11-01,20,14,永定,多云,微风,2
2015-12-01,24,14,永定,多云,微风,2
2016-01-01,20,10,永定,多云,微风,2
2016-02-01,12,7,永定,小雨~中雨,微风,2
2016-03-01,25,7,永定,晴,微风,2
2016-04-01,28,18,永定,阴,微风,2
2016-05-01,25,20,永定,阵雨~阴,微风,2
2016-06-01,35,25,永定,多云,微风,2
2016-07-01,34,24,永定,阴,微风,2
2016-08-01,35,24,永定,中雨,微风,2
2016-09-01,32,24,永定,中雨,西南风,1
2016-10-01,31,22,永定,雷阵雨,西南风,1
2016-11-01,22,15,永定,多云,西南风,2
2016-12-01,22,11,永定,晴,西南风,1
2017-01-01,25,10,永定,晴,南风,1
2017-02-01,20,9,永定,阴,西南风,2
2017-03-01,22,6,永定,晴,西风,2
2017-04-01,21,8,永定,晴,南风,2
2017-05-01,28,20,永定,多云,西南风,2
2017-06-01,32,24,永定,小雨,西南风,3
2017-07-01,31,23,永定,雷阵雨,东北风,1
2017-08-01,31,24,永定,小雨,北风,1
2017-09-01,34,24,永定,小雨,西南风,2
2017-10-01,36,23,永定,阴,南风,1
2017-11-01,27,12,永定,晴,北风,1
2017-12-01,20,11,永定,多云,北风,2
2018-01-01,21,7,永定,晴,东风,1
2018-02-01,9,0,永定,晴,西北风,1
2018-03-01,28,12,永定,多云,东南风,2
2018-04-01,29,16,永定,多云,东南风,1
2018-05-01,32,22,永定,阴,西南风,2
2018-06-01,30,23,永定,小雨到中雨,东风,1
2018-07-01,34,23,永定,小雨,西南风,1
2018-08-01,36,24,永定,多云转小雨,西北风,1
2018-09-01,29,22,永定,阴,南风,1
2018-10-01,30,16,永定,晴,东北风,1
2018-11-01,21,14,永定,中雨,东北风,2
2018-12-01,21,13,永定,多云,东北风,1
2019-01-01,16,6,永定,多云,西北风,2
2019-02-01,19,8,永定,多云,西北风,1
2019-03-01,23,16,永定,晴,东南风,1
2019-05-01,25,18,永定,多云,西北风,1
2019-04-01,20,13,永定,多云,东风,1
2019-06-01,27,22,永定,中雨转雨,南风,1
2019-07-01,34,25,永定,阴转多云,东南风,1
2019-08-01,32,25,永定,阴,东南风,2
2019-09-01,32,23,永定,多云转雨,东北风,1
2019-10-01,34,22,永定,晴,北风,1
2019-11-01,30,17,永定,多云,东北风,1
2019-12-01,22,12,永定,晴转多云,西北风,2
2020-01-01,23,11,永定,晴,东风,1
2020-02-01,18,1,永定,晴,东风,1
2020-03-01,25,14,永定,晴转多云,西风,1
